ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Eda2r,EDA2R,0.6387925446,0.9969834004,1.55702547,0.001312072539,0.5587108772
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Cdhr2,CDHR2,-0.298159536,0.3344659968,0.813289258,0.4756480278,0.5582353475
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Crtac1,CRTAC1,-1.178594605,1,0.4417816483,0,0.5582183517
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Ccn5,CCN5,-1.05813136,0.9327688929,0.4802537022,0.0302259457,0.5572080091
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C3H/HeJ",Havcr1,HAVCR1,-1.175199485,1,0.442822525,0,0.557177475
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ccn5,CCN5,0.6379220754,1,1.556086302,0,0.5560863016
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO GroundControl vs Wildtype GroundControl,Efemp1,EFEMP1,0.4364797346,0.6353326925,1.353298164,0.1969987965,0.5560837151
"OSD-168: RR-1/3, liver",liver,liver,"RR3, GroundControl vs BasalControl",Ltbp2,LTBP2,-0.5397705014,0.5614335596,0.6878803258,0.2507016311,0.5559334117
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Havcr1,HAVCR1,-0.4760640229,0.5057733536,0.7189363613,0.296044055,0.5557106493
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Crtac1,CRTAC1,-1.167466227,1,0.4452025538,0,0.5547974462
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C3H/HeJ",BC053393,HAVCR1,0.5883065309,0.9100183782,1.50348089,0.04094983685,0.55326453
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs VivariumControl 40d (FreshDissection on Earth),Scarf2,SCARF2,-0.3399587717,0.3798764341,0.7900638894,0.4203576474,0.5526431538
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Timd2,HAVCR1,0.5891948677,0.9139973048,1.504406941,0.03905508489,0.5518691776
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Scarf2,SCARF2,-0.204113015,0.2391319915,0.8680722236,0.6213623194,0.5516943826
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Eda2r,EDA2R,-0.5046117928,0.5372073523,0.7048500164,0.2698580522,0.5494153837
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Eda2r,EDA2R,0.4657976829,0.6937370562,1.381080758,0.1588051069,0.5493158461
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Wnt9a,WNT9A,0.3763975084,0.5426809454,1.298096385,0.2654554271,0.5493032087
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Cxcl17,CXCL17,-0.8568391076,0.8152856761,0.5521609983,0.08869018782,0.5493031643
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Eda2r,EDA2R,-0.2693509984,0.3101185051,0.8296927021,0.5084723182,0.549168447
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Scarf2,SCARF2,-0.4725221199,0.5088249982,0.7207035616,0.2934315603,0.5489047106
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs BasalControl_C1,Ccn5,CCN5,-0.7418619387,0.7349202013,0.5979671192,0.1337598147,0.5470429036
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs GroundControl (1G),Cdcp1,CDCP1,-0.6876729444,0.6933389855,0.6208544761,0.1590543793,0.5468400477
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Cxcl17,CXCL17,-1.033234734,0.9361186071,0.4886133767,0.02866912228,0.5462840066
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Ltbp2,LTBP2,-1.135232022,1,0.4552616934,0,0.5447383066
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Ccn5,CCN5,-0.4616071467,0.5032429588,0.7261768547,0.2982222929,0.5441171913
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Timd2,HAVCR1,-0.8082071668,0.7887615561,0.5710911105,0.1030542649,0.5437750942
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Scarf2,SCARF2,-0.7319396829,0.7334932562,0.6020938628,0.1346038748,0.5424809756
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Ccn5,CCN5,-0.4624684619,0.5057733536,0.7257434433,0.296044055,0.5422518895
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Cdcp1,CDCP1,0.5306840337,0.8211791647,1.444613977,0.08556207825,0.541433582
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs VivariumControl,Eda2r,EDA2R,-0.301788538,0.3490639997,0.8112460547,0.4570949393,0.5407430886
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs BasalControl_C1,Ccn5,CCN5,-1.117014549,1,0.4610469096,0,0.5389530904
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Wildtype Spaceflight,Wnt9a,WNT9A,-0.5232021264,0.566791088,0.6958257016,0.246576987,0.5366603408
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C3H/HeJ",Cdhr2,CDHR2,0.6197651906,1,1.536625064,0,0.5366250637
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Gfap,GFAP,-0.804045942,0.7964567954,0.57274071,0.09883777798,0.5364500528
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Ccdc80,CCDC80,0.3251428845,0.4713310644,1.252788509,0.3266739359,0.5363289792
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Cdcp1,CDCP1,-0.5921767212,0.6280091363,0.6633413101,0.2020340381,0.5360729174
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Cdcp1,CDCP1,-0.5680977233,0.6073331318,0.6745055769,0.2165730262,0.5359405013
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Scarf2,SCARF2,-0.3729739113,0.4251481012,0.7721890967,0.3714597563,0.5358389293
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs GroundControl (1G),Timd2,HAVCR1,-0.8870604482,0.8573301342,0.5407147256,0.06685191102,0.5357157716
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs BasalControl",Cdhr2,CDHR2,-0.5205110765,0.5667694442,0.6971248321,0.2465935716,0.5343886672
"OSD-457: JAXA, cerebrum",brain,cerebrum,Wildtype Spaceflight vs Wildtype GroundControl,Ltbp2,LTBP2,0.6172432146,1,1.533941235,0,0.5339412351
"OSD-457: JAXA, liver",liver,liver,Wildtype Spaceflight vs Wildtype GroundControl,Gfap,GFAP,0.5408004729,0.8535538923,1.454779471,0.06876905291,0.5328069797
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs BasalControl_C1,Wnt9a,WNT9A,-0.7245568015,0.7423214608,0.6051829293,0.1294079836,0.5318680538
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Scarf2,SCARF2,0.320677,0.4682857541,1.248916479,0.3294890538,0.5315482621
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Ltbp2,LTBP2,-0.45261428,0.50665075,0.7307175283,0.2952913102,0.5314952592
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C3H/HeJ",Havcr1,HAVCR1,0.6143247212,1,1.530841292,0,0.5308412922
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Ltbp2,LTBP2,0.5485981937,0.8719123959,1.462663796,0.05952714797,0.5306310569
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C57BL/6J",Timd2,HAVCR1,0.6140720101,1,1.530573164,0,0.5305731643
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Ccdc80,CCDC80,-0.710211282,0.7355816372,0.6112306179,0.1333691208,0.5285196944
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Eda2r,EDA2R,-0.3090140723,0.3648689105,0.807193201,0.4378631401,0.52842759
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Cdcp1,CDCP1,-0.5220404215,0.5746020909,0.6963862287,0.240632798,0.5283896041
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Cxcl17,CXCL17,0.5776866451,0.932485017,1.492454185,0.03035813762,0.5281094885
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Cxcl17,CXCL17,-1.067735532,0.9930218119,0.4770672211,0.003041212049,0.5266075454
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Cdcp1,CDCP1,-0.6123127062,0.6581618483,0.654147233,0.1816672961,0.5254828548
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Nefl,NEFL,0.591460498,0.9656329639,1.506771341,0.01518791709,0.524807416
"OSD-244: RR-6, thymus",thymus,thymus,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),BC053393,HAVCR1,-0.9213501028,0.9028296384,0.5280146624,0.04439419221,0.5227844962
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Gfap,GFAP,-1.067039727,1,0.4772973638,0,0.5227026362
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO GroundControl vs Wildtype GroundControl,Ccn5,CCN5,-1.065739299,1,0.4777277879,0,0.5222722121
"OSD-245: RR-6, liver",liver,liver,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Ccn5,CCN5,0.4708973138,0.7395490118,1.385971233,0.1310330389,0.5219008169
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs VivariumControl,Cdcp1,CDCP1,-0.3900114328,0.4541045865,0.763123557,0.3428441117,0.5216341126
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Efemp1,EFEMP1,0.3243555416,0.4835383566,1.252104993,0.3155690699,0.5213753764
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Ccdc80,CCDC80,-0.7685176591,0.7964567954,0.5870203167,0.09883777798,0.5185211372
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs GroundControl",Gfap,GFAP,0.3981261793,0.6132340459,1.317795202,0.2123737417,0.518228243
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Cxcl17,CXCL17,-1.048502197,1,0.4834698412,0,0.5165301588
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Gfap,GFAP,0.4461682609,0.7018552154,1.362416923,0.1537524686,0.5163699229
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Nefl,NEFL,-1.047461376,1,0.4838187629,0,0.5161812371
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Ltbp2,LTBP2,-0.7637067859,0.7964567954,0.5889810875,0.09883777798,0.5160592701
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Eda2r,EDA2R,0.3921790192,0.6057850416,1.312374093,0.2176814548,0.5156517101
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Havcr1,HAVCR1,-1.045658308,1,0.4844238135,0,0.5155761865
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Gfap,GFAP,0.5990732884,1,1.514743262,0,0.5147432624
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cxcl17,CXCL17,-1.039315432,1,0.486558294,0,0.513441706
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Wnt9a,WNT9A,-1.037324901,1,0.4872300768,0,0.5127699232
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Havcr1,HAVCR1,-1.036745232,1,0.4874258831,0,0.5125741169
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Gfap,GFAP,0.5958159633,0.9977570175,1.511327124,0.0009752090011,0.5124766003
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Cdhr2,CDHR2,-1.033687405,1,0.4884600898,0,0.5115399102
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FrozenCarcass) vs Spaceflight (FreshDissection),Cdcp1,CDCP1,0.3162787805,0.4794629117,1.245114813,0.3192449815,0.5112278908
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Timd2,HAVCR1,-0.3245484687,0.3944488439,0.798548275,0.4040093125,0.5107169868
"OSD-168: RR-1/3, liver",liver,liver,"RR3, GroundControl vs BasalControl",Efemp1,EFEMP1,-0.3316496527,0.402442846,0.7946273458,0.3952957884,0.5103150827
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Cdhr2,CDHR2,-1.028591341,1,0.4901885392,0,0.5098114608
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs GroundControl_C2,Wnt9a,WNT9A,-1.026005835,1,0.4910678115,0,0.5089321885
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs GroundControl,Havcr1,HAVCR1,-1.023468523,1,0.4919322275,0,0.5080677725
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs GroundControl",Ccdc80,CCDC80,0.3346468408,0.5147075182,1.261068672,0.2884394881,0.5072175229
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Timd2,HAVCR1,-1.020693572,1,0.4928793449,0,0.5071206551
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Scarf2,SCARF2,0.3876531552,0.6081801936,1.308263508,0.2159677275,0.5068621296
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C57BL/6J",Gfap,GFAP,0.4752673949,0.7715082057,1.390175857,0.1126594505,0.5057313115
"OSD-194: RR-3, retina",eye,retina,GroundControl vs BasalControl,Cdhr2,CDHR2,0.5903632814,1,1.505625827,0,0.5056258275
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs BasalControl",Ltbp2,LTBP2,-0.5206159215,0.6001721363,0.6970741718,0.2217241711,0.504731576
"OSD-457: JAXA, liver",liver,liver,Wildtype Spaceflight vs Wildtype GroundControl,Nefl,NEFL,-0.855771956,0.8867177035,0.5525695791,0.05221462066,0.504591731
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Ccdc80,CCDC80,-0.431852177,0.512792527,0.7413094579,0.2900583125,0.5044740875
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs BasalControl,Ccdc80,CCDC80,-0.3006384494,0.3733880626,0.8118930222,0.4278395708,0.5037841234
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Cxcl17,CXCL17,0.5884561344,1,1.503636805,0,0.5036368052
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Gfap,GFAP,-1.007216113,1,0.4975053299,0,0.5024946701
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Scarf2,SCARF2,0.2834706488,0.432605344,1.217119353,0.36390812,0.5018878209
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Wildtype Spaceflight,Crtac1,CRTAC1,0.5851960145,1,1.500242809,0,0.5002428087
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs VivariumControl,Wnt9a,WNT9A,0.282000477,0.4315714523,1.215879685,0.3649472908,0.5002177138
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs GroundControl_C2,Cdcp1,CDCP1,-0.4361382484,0.5227185491,0.7391103859,0.2817320883,0.4991015042
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Efemp1,EFEMP1,-0.3107113033,0.390489881,0.8062441523,0.4083902158,0.4961866034
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Cxcl17,CXCL17,0.5804672298,1,1.495333447,0,0.4953334474
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Cxcl17,CXCL17,-0.9849396936,1,0.5052468427,0,0.4947531573
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Nefl,NEFL,0.4701105738,0.7795366486,1.385215632,0.1081634624,0.4941597462
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Havcr1,HAVCR1,-0.9831455981,1,0.5058755445,0,0.4941244555
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Ccdc80,CCDC80,-0.5654115624,0.6565949478,0.675762612,0.1827024633,0.4938164528
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Ccn5,CCN5,0.5789709617,1,1.49378339,0,0.4937833902
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C57BL/6J",Wnt9a,WNT9A,0.5777222058,1,1.492490973,0,0.4924909731
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Ccn5,CCN5,-0.3479666634,0.4356229269,0.7856906715,0.3608892713,0.4919606275
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Eda2r,EDA2R,-0.6476875439,0.7355816372,0.6383026118,0.1333691208,0.4917161738
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Ccdc80,CCDC80,0.2911737726,0.4552353991,1.223635419,0.3417639745,0.4912522611
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Scarf2,SCARF2,0.5755718999,1,1.490268104,0,0.4902681044
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdhr2,CDHR2,0.5734484512,0.9976055134,1.488076248,0.001041159346,0.4892477453
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Wildtype Spaceflight,Cxcl17,CXCL17,-0.9666500151,1,0.5116928519,0,0.4883071481
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs GroundControl (1G)",Efemp1,EFEMP1,0.4059117635,0.6656984274,1.324925981,0.176722469,0.4880978647
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Nefl,NEFL,0.4018430241,0.6585978427,1.321194642,0.1813796962,0.4876946465
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Havcr1,HAVCR1,0.5280642704,0.9064167974,1.441993109,0.04267205487,0.4876267854
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Cdcp1,CDCP1,0.4240554908,0.7007559284,1.34169383,0.1544332194,0.4876074765
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Gfap,GFAP,-0.9634793491,1,0.5128186555,0,0.4871813445
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs GroundControl_C2,Havcr1,HAVCR1,-0.8940804012,0.9481310672,0.5380900739,0.02313162278,0.4871794018
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C57BL/6J",Havcr1,HAVCR1,-0.9617527397,1,0.5134327614,0,0.4865672386
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Ltbp2,LTBP2,-0.9043575701,0.9578430787,0.5342705609,0.01870563457,0.4862272844
"OSD-457: JAXA, liver",liver,liver,Nrf2KO GroundControl vs Wildtype GroundControl,Cdcp1,CDCP1,-0.7597578247,0.8426465953,0.5905954616,0.07435452962,0.4858555659
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Timd2,HAVCR1,0.5709437322,1,1.485494982,0,0.4854949824
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs VivariumControl_C2,Efemp1,EFEMP1,-0.5892898922,0.6907220216,0.6646699833,0.1606966976,0.4854775239
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Ccn5,CCN5,-0.3653984855,0.4613731338,0.7762544368,0.3359476984,0.4849557695
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Ccn5,CCN5,0.5701677399,0.9996859963,1.484696184,0.0001363915063,0.4848484281
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C3H/HeJ",Havcr1,HAVCR1,-0.6650557428,0.7629301684,0.6306643363,0.1175152116,0.4841015325
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Cxcl17,CXCL17,0.5681622208,1,1.482633712,0,0.482633712
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Cdcp1,CDCP1,0.2073367514,0.3215419384,1.15455488,0.4927623744,0.480667875
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Havcr1,HAVCR1,-0.5491456155,0.6590615328,0.6834247424,0.181074036,0.4803424898
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Wildtype Spaceflight,Efemp1,EFEMP1,0.3522045732,0.5756741292,1.276509764,0.2398232873,0.480323416
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Crtac1,CRTAC1,-0.9436107727,1,0.5199299715,0,0.4800700285
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Efemp1,EFEMP1,0.3255220891,0.5274037442,1.253117841,0.2778567914,0.4799318233
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Cxcl17,CXCL17,0.5468254572,0.9607368922,1.460867626,0.0173955321,0.4797022267
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs GroundControl_C2,Ccn5,CCN5,-0.8128713822,0.8990022262,0.5692477613,0.04623923283,0.4791447965
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Eda2r,EDA2R,0.4556462413,0.7755080654,1.371396971,0.1104136811,0.4789079418
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Efemp1,EFEMP1,0.3606205942,0.5949155588,1.283978099,0.2255446728,0.477341859
